filename,image_path,text
AHTD3A0121_Para2_1.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0121_Para2_1.jpg,ألئ الجنوب من حي هانقو يقع خليج بحر بوهاي وألئ ؛ الشرق
AHTD3A0121_Para2_2.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0121_Para2_2.jpg,"منه سواحل الملح, وألئ الغرب بساتين العنب وألئ الشمال حقول"
AHTD3A0121_Para2_3.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0121_Para2_3.jpg,"الخضراوات.  هانغقو لوحة راىعة, يدهشك فيها مشهد الملح المتإلق"
AHTD3A0121_Para2_4.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0121_Para2_4.jpg,في ملاحة تشانغلو مثل القصور البلورية.  برغم إنني لم إر العمال وهم
AHTD3A0121_Para2_5.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0121_Para2_5.jpg,"ينشرون الملح تحت الشمس, ألا إنني شهدت منظر ساحر"
AHTD3A0123_Para2_1.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0123_Para2_1.jpg,في المتحف الدولي لإعمال الحفر علئ الخشب وبطاقات تعريف الكتب الذي انشإه ليو
AHTD3A0123_Para2_2.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0123_Para2_2.jpg,"شوه هاي, إكثر من ١٦٠٠٠ قطعة راىعة من الإعمال الفنية الإصلية من إعمال الحفر علئ"
AHTD3A0123_Para2_3.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0123_Para2_3.jpg,"الخشب وبطاقات تعريف الكتب, إبدعها فنانون كبار من إكثر من سنين دولة,"
AHTD3A0123_Para2_4.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0123_Para2_4.jpg,"بما فيها بلجيكا وروسيا, وايطاليا الخ والمقتنيات فيه وافرة ونادرة للغاية"
AHTD3A0124_Para2_1.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0124_Para2_1.jpg,الشرط الإساسي لجذب الاستثمارات الضخمة هو التخطيط الكبير والرؤية البعيدة فالمدينة التي ليس
AHTD3A0124_Para2_2.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0124_Para2_2.jpg,لديها خطة عالية المستوئ لا —فاق لنموها. استفاد حي هانقو في السنوات الإخيرة من تجارب
AHTD3A0124_Para2_3.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0124_Para2_3.jpg,نجاح المناطق المتقدمة في الصين وخارجها وعزز التخطيط  العمراني للحي حيث بتخد
AHTD3A0124_Para2_4.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0124_Para2_4.jpg,محورا رىيسيا يربط  بين المنطقة السكنية الحضرية الحديثة الواقعة في شماله
AHTD3A0126_Para2_1.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0126_Para2_1.jpg,إخيرا إقول لكم أن تيانجين وأن كانت مدينة ساحلية فأنك لا تراها من البحر
AHTD3A0126_Para2_2.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0126_Para2_2.jpg,"يبلغ طول خط الساحل البحري لحي هانقوا ٢٨ كيلومترا, وتبلغ مساحة الشاطى"
AHTD3A0126_Para2_3.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0126_Para2_3.jpg,به  حوالي ٨٠ كيلومترا مربع وبعد الانتهاء من بناء ناطحات السحاب به
AHTD3A0126_Para2_4.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0126_Para2_4.jpg,"سيكون ممكنا إن تراها من البحر, وستصبح وجه نيانجين الذي يطل علئ"
AHTD3A0126_Para2_5.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0126_Para2_5.jpg,البحر.
AHTD3A0131_Para2_1.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0131_Para2_1.jpg,وأذا كانت عملية غرس اكتساب المعرفة من إهع القضايا في التحول الحثيث ألئ نمط
AHTD3A0131_Para2_4.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0131_Para2_4.jpg,التغيير المختلفة بحسب الكفاءة والمهارة والتمكن والقدرة وليس من مصدر
AHTD3A0131_Para2_5.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0131_Para2_5.jpg,السلطة والمال والجاه.
AHTD3A0132_Para2_1.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0132_Para2_1.jpg,تتعرض الكثير من الدول العربية الغير نفطية ألئ ظروف أقتصادية إقل ما يقال عنها إنها
AHTD3A0132_Para2_2.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0132_Para2_2.jpg,"صعبة , مما يتطلب منها العمل علئ تجاوز هذه الظروف من خلال تدبير شؤون الحياة"
AHTD3A0136_Para2_1.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0136_Para2_1.jpg,"ن هذا المنطق وهو حماية التراث الانساني الكبير والمعطاء , شاركت"
AHTD3A0136_Para2_2.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0136_Para2_2.jpg,"اليونسكو في تثمين هذا التراث للتاريخ الانساني القديم, ودعت"
AHTD3A0136_Para2_3.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0136_Para2_3.jpg,ألئ تصنيف المدن التاريخية ذات طابع معماري الطيني مثل  إروبرتو
AHTD3A0136_Para2_4.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0136_Para2_4.jpg,في البرازيل وصنعاء ومدينة شبام في لليمن. يمن المعرفة حضارة
AHTD3A0136_Para2_5.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0136_Para2_5.jpg,سبإ ومإرب والتي إعطت للحضارة البشرية إعظم انجاز في عمارة التراب
AHTD3A0137_Para2_1.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0137_Para2_1.jpg,إبراج اليمن إبراج التراب ما زالت صامدة منذ —لاف السنين إمام
AHTD3A0137_Para2_2.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0137_Para2_2.jpg,قسوة الطبيعة وعنجهية الانسان المتمرد علئ الماضي العريق وما قدمته
AHTD3A0137_Para2_3.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0137_Para2_3.jpg,من بساطة في تصميمها وخفية عناصرها .ولنا الكثير من الإمثلة المشابهة
AHTD3A0137_Para2_4.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0137_Para2_4.jpg,"في معظم بلادنا العربية في بلاد الرافدين ,حداىق بابل السبع , وعلئ هذه"
AHTD3A0137_Para2_5.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0137_Para2_5.jpg,الإرض الطيبة المقدسة.
AHTD3A0140_Para2_1.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0140_Para2_1.jpg,من هنا نرئ ان هناك إمثلة كثيرة وحية تعرضت لها بعض البلدان
AHTD3A0140_Para2_2.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0140_Para2_2.jpg,"في القرن العشرين ومنها المانيا , حسين تعرضت بعض مدنها للدمار"
AHTD3A0140_Para2_3.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0140_Para2_3.jpg,"الكامل وإصبح الشعب يعاني من ندرة المادة و المإوئ , فبنت"
AHTD3A0140_Para2_4.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0140_Para2_4.jpg,"عمارات كاملة فن التراب لتلبي حاجة الناس من الوحدات السكنية ,"
AHTD3A0140_Para2_5.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0140_Para2_5.jpg,كما تبني العديد من مهندسي العمارة المعروفين عالميا.
AHTD3A0142_Para2_1.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0142_Para2_1.jpg,وعلئ الرغم من هذه المشاركة الفعالة للمعماريين علئ مدئ السنوات الماضية في
AHTD3A0142_Para2_2.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0142_Para2_2.jpg,"الحقل , ألا إنه بقي أستعمال التراب كمادة عمارة خاصة في فترة الخمسينا"
AHTD3A0142_Para2_3.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0142_Para2_3.jpg,والستينات هامشي وبداىي مقارنة مع وساىل الأنتاج الحديثة ففي ظل
AHTD3A0149_Para2_1.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0149_Para2_1.jpg,لتنظيم مؤتمر دولي حول عمارة التراب تحت عنوان مؤتمر التراب والذي ستندرج
AHTD3A0149_Para2_2.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0149_Para2_2.jpg,علئ جدول إعماله :الأمكانيات والظروف السياسية والأقتصادية والأجتماعية والفنية
AHTD3A0149_Para2_3.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0149_Para2_3.jpg,والثقافية لأستعمال مادة التراب في العمارة . لقد إتت هذه المؤتمرات لتكون داعمة رىيسية
AHTD3A0149_Para2_4.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0149_Para2_4.jpg,"للعام الدولي للأسكان الذي إحيته الإمم المتحدة تحت عنوان "" العام الدولي للأسكان"
AHTD3A0149_Para2_5.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0149_Para2_5.jpg,وأيواء من لا مؤئ لهم .
AHTD3A0150_Para2_1.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0150_Para2_1.jpg,هناك اكثر . من عشرين . طريقة تقليدية لبناء الطين و لكزه يمكننا ان
AHTD3A0154_Para2_1.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0154_Para2_1.jpg,و مع الفتوحات الاسلامية انتر العيانيون فئ كل حوض البر الابيض المتوسط
AHTD3A0154_Para2_2.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0154_Para2_2.jpg,وقد ذكر المؤرحون العرب اثر كارسمت اقدام العرب في افر يقيا فك روا
AHTD3A0154_Para2_3.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0154_Para2_3.jpg,"في عبور الزمان الفاصل بن افريقيا وارروبا ومضمن حبل ضارق, وفي حيا كان"
AHTD3A0154_Para2_4.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0154_Para2_4.jpg,افق افريقيا موسئ ين نصير محهز جتا لقيارة طارق في زياد وكان ما كان
AHTD3A0154_Para2_5.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0154_Para2_5.jpg,من الفخ العطم .
AHTD3A0155_Para2_1.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0155_Para2_1.jpg,جاءت الهجرة الهلالية  وهنا لابدإن إلقي بعض الضوء
AHTD3A0155_Para2_2.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0155_Para2_2.jpg,علئ القضية الهلالية وهي إن مناطق اليمن الشرقية مثل
AHTD3A0155_Para2_3.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0155_Para2_3.jpg,"محافظات مإرب , الجوق , شبوة , حضرموت , هي الأمتداد"
AHTD3A0155_Para2_4.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0155_Para2_4.jpg,الطبيعئ الجغرافي لمنطقة تجد وتجد هي التي إجمع المؤرخون
AHTD3A0155_Para2_5.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0155_Para2_5.jpg,إن بني هلال نزحوا عنها في القرن الخامس الهجري
AHTD3A0156_Para2_1.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0156_Para2_1.jpg,وبالتالي تداول م—ثرهم وإقوالهم وحكاياتهم في هذه المناطق
AHTD3A0156_Para2_2.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0156_Para2_2.jpg,وألئ اليوم تجدهم لا تخلو مجالسهم وإسمارهم عن ذكر لإبي
AHTD3A0156_Para2_3.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0156_Para2_3.jpg,"زيد الهلالي إو ذياب بن غانم إو حسن بن سرحان وغيرهم ,"
AHTD3A0156_Para2_4.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0156_Para2_4.jpg,ونجدهم إيضا يتداولون الكثير من الإمثال الشعبية
AHTD3A0156_Para2_5.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0156_Para2_5.jpg,"المنسوبة لإبي زيد الهلالي , ومن هذه الإمثال الشعبية"
AHTD3A0156_Para2_6.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0156_Para2_6.jpg,قي اليمن
AHTD3A0159_Para2_1.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0159_Para2_1.jpg,و من المفارقه التي تستحق البحث ( لعبة باديس) و لقد دهشت عند ما وقعت عيني عليها
AHTD3A0159_Para2_2.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0159_Para2_2.jpg,"في كتاب الإستاذ / علي المصراتي, لإن لعبة باديس نسبة ألئ المعز بن باديس الذي"
AHTD3A0159_Para2_3.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0159_Para2_3.jpg,عاش في شمال إفريقيا في القرن الخامس الهجري و كان مبعث دهشتي إن هذا
AHTD3A0159_Para2_4.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0159_Para2_4.jpg,"التعبير وصل ألئ اليمن من المغرب العربي,"
AHTD3A0160_Para2_1.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0160_Para2_1.jpg,ما الشعر فلا غرو بإنه (ديوان العرب) وهو سجل دقيق لحياتهم في جميع
AHTD3A0160_Para2_2.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0160_Para2_2.jpg,صورها الاجتماعية و السياسية و الاقتصادية وهو وعاء لمفردات
AHTD3A0160_Para2_3.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0160_Para2_3.jpg,اللهجات و تراكيب اللغة و مرجع يفزع أليه في معاني هذه المفردات
AHTD3A0160_Para2_4.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0160_Para2_4.jpg,و التراكيب و بذلك لا بد من توافق شيء من ذلك الشعر مع ما هو
AHTD3A0160_Para2_5.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0160_Para2_5.jpg,في اليمن و في مناطق محددة بعينها في بلد الإجداد .
AHTD3A0175_Para2_1.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0175_Para2_1.jpg,ويميز الكتاب  بين  نوعين  من  الأدارة العامة هما   الأدارة  المركزية
AHTD3A0175_Para2_2.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0175_Para2_2.jpg,"والأدارة  اللا مركزية, ويتركز هذا  التمييز  إساسا  علئ  العلاقة  بين"
AHTD3A0175_Para2_3.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0175_Para2_3.jpg,"السلطات  الأدارية , حيث  تكون  هذه  العلاقة  في المركزية  علاقة"
AHTD3A0175_Para2_4.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0175_Para2_4.jpg,خضوع تام   من قبل السلطات  الأدارية   العامة
AHTD3A0180_Para2_1.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0180_Para2_1.jpg,لا  شك  إن أهتمام  الدول بالأدارة المحلية  يعزي بالدرجة الإولئ ألئ أداركها للإفضلية
AHTD3A0180_Para2_2.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0180_Para2_2.jpg,التي تتميز بها الأدارة المحلية  عن الأدارة المركزية من حيث فاعليتها  المشهودة في تحقيق
AHTD3A0180_Para2_3.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0180_Para2_3.jpg,"الإغراض التنموية  من  خلال المشاركة الشعبية الفاعلة , وذلك بالأضافة ألئ قدرته"
AHTD3A0180_Para2_4.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0180_Para2_4.jpg,"علئ  حل  ؛  كثير من المشاكل الأدارية التي تنجم عن الأدارة المركزية,"
AHTD3A0182_Para2_1.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0182_Para2_1.jpg,من الادارة المحلية وربما إمكننا تشبيه علاقة شيوخ
AHTD3A0182_Para2_2.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0182_Para2_2.jpg,القباىل بالسلطات المركزية يومىذ بعلاقة المحافظين
AHTD3A0182_Para2_5.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0182_Para2_5.jpg,الأدارة المحلية في الحضارات اليمنية القديمة قاىلا
AHTD3A0200_Para2_1.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0200_Para2_1.jpg,"أدراك الجمال وظيفة الحواس التي خلقها الله في الأنسان, ومن الخطإ"
AHTD3A0200_Para2_3.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0200_Para2_3.jpg,العين إو تسمعها الإذن إو يشمها الإنف إ تتحرك لها لمسات
AHTD3A0200_Para2_4.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0200_Para2_4.jpg,"الإطراف العصبية, فالجمال مادة وروح وأحساس وشعور وعقل"
AHTD3A0200_Para2_5.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0200_Para2_5.jpg,"ووجدان, فأذا التقئ فلاسفة الجمال فئ بعض الجوانب إو العناصر"
AHTD3A0215_Para2_2.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0215_Para2_2.jpg,"كالطين والخشب, إن يصنع محاريب المساجد من الخزف إو الخشب إو الجص, بعد إن إثراها بالزخرفة"
AHTD3A0215_Para2_3.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0215_Para2_3.jpg,"والنقش, مما جعل هذه المحاريب قمة في الجمال والجلال ."
AHTD3A0215_Para2_4.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0215_Para2_4.jpg,ومن إمثلة المحاريب الأسلامية الراىعة محراب السيدة رقية بالمتحف المصري الأسلامي .
AHTD3A0218_Para2_1.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0218_Para2_1.jpg,"والذي يعنيه ما سبق إن الفن الأسلامي مذهب مستقل, يتباين"
AHTD3A0218_Para2_2.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0218_Para2_2.jpg,تماما عن تلك المذاهب الفنية التي نشإت عن تطور المفاهيم العلمانية
AHTD3A0218_Para2_3.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0218_Para2_3.jpg,"في الغرب, ولكن ذلك لا يعني في نفس الوقت إن الفن الأسلامي"
AHTD3A0218_Para2_4.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0218_Para2_4.jpg,"مدرسة فنية غير قابلة للتجدد, لإن التصور الأسلامي للوجود, والذي"
AHTD3A0218_Para2_5.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0218_Para2_5.jpg,"نعبر عنه هنا بالمثالية الواقعية, يجمع ما بين الثابت والمتغير."
AHTD3A0221_Para2_1.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0221_Para2_1.jpg,"والأسلام لم يتعرض لإغلب الفنون القديمة, وهذا يوضح إن الأسلام إقر  إغلب ما كان موجودا من"
AHTD3A0221_Para2_2.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0221_Para2_2.jpg,"فنون في الإمم السابقة, مما علم به المسلمون من نحت, وعمارة, ورسم, وإيضا مما مارسه العرب"
AHTD3A0221_Para2_3.jpg,data/raw/KHATT/Train_deskewed/Train_deskewed/AHTD3A0221_Para2_3.jpg,"من فنون القول, التي إبدعها اللسان العربي, من الشعر والنثر والمقامة والقصة والملحمة,"
